,type,price,private_owner,floor_built,floor,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,district,subdistrict,postalcode,last_update,Street,latitude,longitude
167,Penthouse,1900,1,125,8.0,4,2,1,1,0,1,1,1,1,1,1,0,0,Chamartín,Castilla,28046.0,November,Dala's,40.4700269,-3.6867836
168,Flat,2800,0,190,3.0,2,3,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,28006.0,November,Calle de Gabriel Lobo,40.4425761,-3.6811011
169,Flat,3300,0,191,4.0,4,3,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Nueva España,,September,,,
170,Flat,3500,0,217,5.0,4,3,1,1,1,1,1,1,0,1,0,0,0,Chamartín,Nueva España,,October,Calle de Félix Boix,40.4633356,-3.6878486
171,Flat,1000,0,54,7.0,1,1,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle del Corazón de María,40.4485058,-3.6662302
172,Flat,1400,0,112,5.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Nueva España,28036.0,November,Alfredo's Barbacoa,40.4605707,-3.6872821
173,Flat,3200,0,222,2.0,4,3,1,1,0,1,1,1,1,1,0,1,0,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
174,Flat,2650,0,161,3.0,3,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,October,Avenida de Alberto Alcocer,40.4587077,-3.6777557
175,Flat,1190,1,63,9.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Castilla,28036.0,October,92,40.4719611,-3.673387804545455
176,Flat,3300,0,205,2.0,3,3,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Nueva España,28036.0,September,Calle de Henri Dunant,40.46021,-3.68477
177,Duplex,2200,0,80,2.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,El Viso,,September,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
178,Flat,2200,0,116,4.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
179,Flat,2700,0,153,8.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
180,Flat,2225,0,55,3.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
181,Flat,1000,0,81,3.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,,September,Calle de López de Hoyos,40.4421666,-3.6769737
182,Penthouse,2500,0,85,6.0,2,1,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
183,Flat,1650,0,80,6.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,28006.0,October,Calle del Príncipe de Vergara,40.460311,-3.6766022
184,Flat,3200,0,220,5.0,4,3,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
185,Flat,2600,0,150,0.0,1,1,1,1,0,1,1,0,1,1,0,0,1,Chamartín,Nueva España,28036.0,October,Calle de Apolonio Morales,40.4634191,-3.6823276
186,Flat,950,0,75,11.0,2,1,1,1,0,0,0,1,1,0,0,0,1,Chamartín,Castilla,,November,Avenida de Burgos,40.4823233,-3.6758457
187,Penthouse,2000,0,110,4.0,2,2,1,1,0,1,1,0,1,0,0,1,0,Chamartín,El Viso,28006.0,November,Calle de Lagasca,40.437842,-3.6841723
188,Flat,2000,0,140,6.0,4,2,1,1,0,1,1,1,1,0,0,1,0,Chamartín,Castilla,,November,Paseo de la Castellana,40.4662761,-3.6890941
189,Flat,3300,0,200,8.0,4,3,1,1,1,1,1,1,0,1,1,0,1,Chamartín,Nueva España,,November,Avenida de Pío XII,40.4607609,-3.6765192
190,Flat,3100,0,180,2.0,2,3,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Nueva España,,November,Paseo de la Castellana,40.4619897,-3.6896673
191,Flat,1950,0,115,3.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,August,,,
192,Flat,900,0,40,0.0,1,1,1,1,0,1,1,1,1,0,0,1,0,Chamartín,Castilla,28046.0,October,Farmacia - Paseo Castellana 274,40.4745263,-3.6864839
193,Flat,1900,1,63,4.0,1,1,1,1,0,1,1,1,1,0,1,0,0,Chamartín,Prosperidad,28002.0,November,46 A - B,40.4444203,-3.6631657
194,Flat,1590,0,100,4.0,1,2,1,1,0,1,1,1,1,0,0,1,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
195,Flat,1350,1,80,4.0,2,1,1,1,0,1,1,0,0,0,1,0,0,Chamartín,Ciudad Jardín,28002.0,,11,40.4471564,-3.6715255
196,Flat,2300,0,180,8.0,3,3,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
197,Studio,1615,0,40,1.0,0,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,October,,,
198,Flat,1832,0,55,1.0,2,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Ciudad Jardín,28006.0,November,Calle de Aragón,40.4477023,-3.6776142
199,Flat,1150,0,74,2.0,1,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
200,Flat,3850,0,285,6.0,4,4,1,1,0,1,1,1,1,1,0,1,0,Chamartín,El Viso,28002.0,October,Calle del Segre,40.4507096,-3.6834883
201,Flat,2400,0,142,3.0,4,2,1,1,1,1,1,1,0,1,0,1,1,Chamartín,Prosperidad,28002.0,November,Calle del Corazón de María,40.4485058,-3.6662302
202,Flat,1325,1,50,4.0,1,1,1,1,0,1,1,1,1,1,1,0,0,Chamartín,Prosperidad,28002.0,November,15,40.4418463,-3.6725282
203,Flat,1650,0,122,1.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,June,,,
204,Flat,3250,0,230,7.0,3,2,1,1,1,1,1,1,1,1,0,1,0,Chamartín,El Viso,,November,Paseo de la Castellana,40.4380197,-3.6902089
205,Flat,3000,0,250,1.0,4,4,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,May,Avenida de Alberto Alcocer,40.4587077,-3.6777557
206,Flat,2100,0,112,2.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,,October,Paseo de La Habana,40.449339,-3.6885976
207,Flat,2900,0,150,1.0,4,3,1,1,1,1,1,1,1,0,0,0,1,Chamartín,El Viso,,August,Calle Serrano,40.4477973,-3.6838191
208,Flat,2970,0,85,5.0,2,2,1,1,0,1,1,1,1,1,1,0,0,Chamartín,Castilla,28036.0,June,,,
209,Flat,1200,0,40,2.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,El Viso,28006.0,November,Calle de Antonio Pérez,40.4422857,-3.681484
210,Flat,3600,0,300,1.0,5,4,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Nueva España,,October,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
211,Penthouse,1500,0,100,6.0,2,2,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,May,,,
212,Flat,3150,0,237,1.0,5,4,1,1,1,1,1,1,1,1,0,1,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
213,Flat,1300,0,86,4.0,3,2,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Nueva España,28006.0,November,Calle del Príncipe de Vergara,40.460311,-3.6766022
214,Flat,2975,0,140,2.0,4,3,1,1,1,1,1,1,1,0,0,0,1,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
215,Penthouse,2000,0,110,3.0,2,2,1,1,0,1,1,0,1,0,1,1,0,Chamartín,El Viso,28006.0,October,Calle de Lagasca,40.437842,-3.6841723
216,Flat,975,0,56,3.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,February,Calle de Costa Rica,40.4598259,-3.6658113
217,Flat,2900,0,196,9.0,4,3,1,1,1,1,1,1,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
218,Flat,1750,0,75,4.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,August,,,
219,Flat,2000,0,83,4.0,1,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,March,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
220,Flat,3750,0,221,3.0,4,3,1,1,1,1,1,1,1,0,0,1,1,Chamartín,Bernabéu-Hispanoamérica,28016.0,August,,,
221,Flat,2475,0,65,7.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Castilla,28046.0,January,266,40.4728588,-3.6868903
222,Flat,2340,0,85,7.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,May,,,
223,Flat,2300,0,95,3.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,28002.0,November,,,
224,Flat,975,0,70,3.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
225,Flat,3300,0,211,4.0,4,3,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Nueva España,28016.0,September,61,40.4668591,-3.6750013
226,Flat,3750,0,223,3.0,5,3,1,1,1,1,1,1,1,1,0,1,1,Chamartín,El Viso,28002.0,August,Calle Antonio Rodríguez Villa,40.4431256,-3.6810974
227,Flat,1500,0,106,0.0,2,2,1,1,0,1,1,1,1,0,0,1,0,Chamartín,Nueva España,28036.0,April,Calle de Francisco Suárez,40.4647165,-3.6826474
228,Flat,2835,0,60,0.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,28006.0,May,22,40.43935955,-3.686856604995281
229,Flat,2835,0,68,0.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,28006.0,March,22,40.43935955,-3.686856604995281
230,Flat,950,1,56,4.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Castilla,28046.0,November,Calle de Mauricio Legendre,40.4763515,-3.6840541
231,Flat,1600,1,86,2.0,2,2,1,1,1,1,1,1,1,1,0,0,0,Chamartín,El Viso,28002.0,October,26,40.442803,-3.6819662
232,Flat,1450,1,71,0.0,2,1,1,1,0,1,1,1,0,0,0,1,0,Chamartín,Nueva España,28016.0,September,Calle de Prieto Ureña,40.46476415,-3.668190358744183
233,Flat,1700,1,100,2.0,3,2,1,1,1,1,1,1,1,0,1,0,0,Chamartín,Prosperidad,28002.0,October,,,
234,Flat,1350,1,58,2.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle de Prádena del Rincón,40.439319,-3.6773944
235,Flat,2600,1,85,6.0,3,2,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de López de Hoyos,40.4421666,-3.6769737
236,Flat,1755,0,53,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Nueva España,28016.0,January,,,
237,Flat,1900,1,85,3.0,2,2,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de López de Hoyos,40.4421666,-3.6769737
238,Flat,1500,1,40,4.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,,,
239,Flat,1600,0,100,6.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
240,Flat,3600,1,180,2.0,4,3,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Nueva España,28016.0,October,Calle de Honduras,40.4595603,-3.6822392
241,Flat,2600,1,85,7.0,3,2,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Prosperidad,28002.0,November,Farmacia - Calle López de Hoyos 66,40.4414171,-3.6783115
242,Terraced,1790,1,120,2.0,4,2,1,0,0,1,1,1,0,1,0,0,0,Chamartín,Ciudad Jardín,28002.0,September,Calle Guaramillos,40.4512622,-3.669821
243,Flat,1300,1,80,6.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,,,,
244,Flat,1325,1,55,4.0,1,1,1,1,0,1,1,1,0,0,0,1,0,Chamartín,Prosperidad,28002.0,October,19,40.4411263,-3.6723702
245,Flat,1800,0,76,6.0,1,1,1,1,0,0,0,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
246,Flat,1195,1,55,7.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Prosperidad,28002.0,November,El Rincón de la Rodríguez,40.440459,-3.6712955
247,Flat,1200,0,89,4.0,4,2,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,September,,,
248,Flat,2200,0,83,6.0,2,2,1,1,0,0,0,0,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
249,Flat,1750,1,89,2.0,2,2,1,1,0,1,1,0,1,0,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
250,Flat,2565,0,75,3.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,May,,,
251,Flat,1200,0,72,3.0,3,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,October,Calle de Canillas,40.4438754,-3.6693273
252,Flat,2000,0,155,6.0,4,2,1,1,0,1,1,1,0,1,0,0,0,Chamartín,El Viso,,November,Paseo de La Habana,40.449339,-3.6885976
253,Flat,1500,0,105,1.0,4,2,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Marcenado,40.4495664,-3.6741752
254,Flat,2200,0,84,6.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,July,,,
255,Flat,2700,0,181,4.0,3,3,1,1,0,1,1,1,1,1,0,1,0,Chamartín,El Viso,28006.0,October,Calle de Álvarez de Baena,40.4385972,-3.6889796
256,Flat,3500,0,120,4.0,2,2,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Castilla,28016.0,June,Calle de las Platerías,40.4675109,-3.6783941
257,Flat,1450,1,90,4.0,3,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,October,,,
258,Penthouse,4200,0,366,9.0,5,3,1,1,1,1,1,1,1,0,0,1,0,Chamartín,El Viso,28036.0,November,Alduccio,40.4518098,-3.688277
259,Flat,2600,0,160,3.0,3,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,October,Avenida de Alberto Alcocer,40.4587077,-3.6777557
260,Flat,2025,0,55,5.0,1,1,1,1,0,0,0,1,1,0,0,0,0,Chamartín,El Viso,28006.0,February,146,40.4427859,-3.6824641
261,Flat,2865,0,85,8.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,28036.0,October,Calle de Santiago Bernabéu,40.4510214,-3.6900223
262,Flat,2430,0,72,4.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,May,,,
263,Penthouse,2800,0,105,3.0,2,2,1,1,0,1,1,1,1,0,0,1,1,Chamartín,El Viso,,March,Calle de Pedro de Valdivia,40.4390634,-3.6890248
264,Flat,3300,0,211,4.0,4,3,1,1,0,1,1,0,0,1,0,0,0,Chamartín,Nueva España,,November,Avenida de Pío XII,40.4607609,-3.6765192
265,Flat,2025,0,59,13.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Nueva España,28016.0,May,,,
266,Flat,4320,0,162,4.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,June,,,
267,Flat,2970,0,79,3.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,28002.0,January,Calle de Gabriel Lobo,40.4425761,-3.6811011
268,Flat,2160,0,48,8.0,1,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,El Viso,28006.0,May,,,
269,Flat,3300,0,211,,4,3,1,1,1,1,1,0,0,1,1,0,1,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
270,Flat,950,0,45,3.0,1,1,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Nueva España,,August,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
271,Flat,3500,0,175,5.0,3,3,1,1,1,1,1,0,0,1,0,1,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,June,,,
272,Flat,1150,1,45,4.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Prosperidad,28002.0,October,,,
273,Flat,2025,0,65,3.0,1,1,1,1,0,1,1,1,1,0,1,0,0,Chamartín,El Viso,28002.0,October,Calle de Recaredo,40.4413444,-3.6802448
274,Flat,3300,0,211,4.0,4,3,1,1,1,1,1,1,0,1,1,0,1,Chamartín,Nueva España,,November,Avenida de Pío XII,40.4607609,-3.6765192
275,Flat,3500,0,170,6.0,2,2,1,1,1,1,1,1,1,0,0,1,0,Chamartín,El Viso,,March,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
276,Flat,3300,0,170,6.0,2,2,1,1,1,1,1,1,1,0,0,1,0,Chamartín,El Viso,,July,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
277,Flat,1750,0,125,1.0,4,2,1,1,0,1,1,0,1,1,0,0,0,Chamartín,Nueva España,,October,Avenida de Alberto Alcocer,40.4587077,-3.6777557
278,Flat,3500,0,170,5.0,3,3,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
279,Flat,2700,0,95,4.0,3,2,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,June,,,
280,Flat,2250,0,121,9.0,3,2,1,1,1,1,1,1,0,1,0,0,0,Chamartín,Nueva España,28036.0,October,Calle del Doctor Fleming,40.4637387,-3.6878099
281,Flat,3300,0,211,4.0,4,3,1,1,1,1,1,1,0,1,0,0,1,Chamartín,Nueva España,,June,,,
282,Flat,1050,0,70,,1,1,1,1,1,0,0,0,1,0,0,0,1,Chamartín,Castilla,,October,Avenida de Pío XII,40.4695137,-3.6730061
283,Flat,1000,0,44,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
284,Flat,2500,0,60,0.0,1,1,1,1,0,1,1,1,1,0,1,0,0,Chamartín,El Viso,28006.0,November,Calle del Eresma,40.4471655,-3.6855583
285,Flat,2500,0,60,0.0,1,1,1,1,0,1,1,1,0,0,1,0,0,Chamartín,El Viso,,November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
286,Flat,2150,0,149,2.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Castilla,,July,Plaza de Castilla,40.4660763,-3.6887915
287,Flat,1230,0,68,9.0,1,1,0,1,0,1,1,1,1,1,0,1,1,Chamartín,Nueva España,28046.0,September,Home Burger Bar,40.463196,-3.6889356
288,Flat,1240,0,68,10.0,1,1,0,1,0,1,1,1,1,1,0,1,1,Chamartín,Nueva España,28046.0,September,Home Burger Bar,40.463196,-3.6889356
289,Flat,1250,0,67,10.0,1,1,0,1,0,1,1,1,1,1,0,1,1,Chamartín,Nueva España,28046.0,September,Home Burger Bar,40.463196,-3.6889356
290,Flat,1240,0,67,9.0,1,1,0,1,0,1,1,1,1,1,0,1,1,Chamartín,Nueva España,28046.0,May,Home Burger Bar,40.463196,-3.6889356
291,Flat,1400,0,92,9.0,2,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle del Corazón de María,40.4485058,-3.6662302
292,Terraced,3000,0,170,4.0,4,3,1,0,0,1,1,1,1,1,1,1,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
293,Flat,2860,0,70,1.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
294,Flat,4350,0,270,5.0,4,4,1,1,1,1,1,1,1,1,0,1,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
295,Flat,3250,0,157,2.0,3,3,1,1,0,1,1,0,1,0,1,0,0,Chamartín,El Viso,,November,Calle de Joaquín Costa,40.4460725,-3.6894025
296,Flat,1440,0,65,2.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
297,Flat,1230,0,60,4.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
298,Flat,1600,0,113,3.0,3,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,June,,,
299,Flat,1200,0,91,6.0,3,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,September,,,
300,Flat,975,0,74,5.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,October,,,
301,Flat,3300,0,211,4.0,4,3,1,1,1,1,1,1,0,1,0,0,1,Chamartín,Nueva España,,November,Avenida de Pío XII,40.4607609,-3.6765192
302,Flat,4000,0,190,4.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
303,Flat,3300,0,180,6.0,3,3,1,1,1,1,1,1,1,0,0,1,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
304,Flat,2900,0,170,10.0,4,3,1,1,1,1,1,1,1,1,1,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
305,Flat,1400,0,91,2.0,3,2,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,October,Calle de Nieremberg,40.4476613,-3.6718936
306,Flat,1160,1,80,4.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Calle de Antonio Pérez,40.4422857,-3.681484
307,Duplex,4950,1,320,1.0,4,3,1,1,1,1,1,1,1,1,0,1,1,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
308,Semi-detached,4200,0,220,,4,4,1,0,0,1,1,1,0,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,October,,,
309,Flat,2800,0,202,5.0,5,2,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,September,,,
310,Flat,3850,0,285,6.0,4,4,1,1,0,1,1,1,1,1,0,1,0,Chamartín,El Viso,28002.0,November,Calle del Segre,40.4507096,-3.6834883
311,Flat,3600,0,250,1.0,4,4,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Nueva España,,October,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
312,Flat,1500,1,127,1.0,2,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
313,Flat,4000,0,236,1.0,3,2,1,1,0,1,1,0,1,0,0,0,1,Chamartín,Prosperidad,,July,Prosperidad,40.443946,-3.6701659
314,Flat,2100,0,136,0.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
315,Flat,2400,1,150,2.0,4,2,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Prosperidad,28002.0,October,The Thirty Three,40.4421985,-3.6709111
316,Flat,1290,0,98,5.0,3,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
317,Flat,1150,1,50,1.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Nueva España,28036.0,November,6-8-10,40.4633485,-3.680809282063075
318,Flat,2200,0,150,3.0,4,3,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle de Luis de Salazar,40.4473312,-3.6659909
319,Flat,2100,0,130,4.0,2,2,1,1,1,1,1,1,0,1,0,1,1,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
320,Flat,3200,0,151,6.0,2,3,1,1,1,1,1,1,1,1,0,1,1,Chamartín,Nueva España,,November,Calle del Padre Damián,40.4627,-3.685032
321,Flat,3850,1,285,6.0,4,4,1,1,0,1,1,1,1,1,0,1,0,Chamartín,El Viso,28002.0,September,Calle del Segre,40.4507096,-3.6834883
322,Flat,2070,0,39,5.0,1,1,1,1,0,1,1,0,1,1,1,0,0,Chamartín,El Viso,28006.0,November,,,
323,Flat,3600,0,337,1.0,5,4,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Nueva España,,November,Paseo de La Habana,40.4623824,-3.6802931
324,Flat,3500,0,175,5.0,3,3,1,1,1,1,1,0,0,1,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,July,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
325,Flat,1350,1,95,1.0,2,2,1,1,0,1,1,1,1,0,0,1,0,Chamartín,Prosperidad,28002.0,October,Calle del Cardenal Silíceo,40.4438821,-3.6701737
326,Penthouse,2500,0,170,7.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Castilla,28036.0,October,Calle de Enrique Larreta,40.4674995,-3.6864039
327,Flat,2500,0,153,3.0,4,3,1,1,1,1,1,1,0,1,1,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,September,,,
328,Penthouse,1000,1,62,7.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Prosperidad,28002.0,November,15,40.4447036,-3.6691373
329,Flat,2650,0,185,7.0,4,3,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
330,Duplex,940,0,54,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Malcampo,40.4455503,-3.6740588
331,Flat,3300,0,205,2.0,3,3,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Nueva España,28036.0,November,Calle de Henri Dunant,40.46021,-3.68477
332,Flat,3750,0,210,4.0,3,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,28006.0,September,Calle del Maestro Ripoll,40.4435441,-3.6893704
333,Flat,1190,0,80,4.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,El Viso,28006.0,November,Calle de Antonio Pérez,40.4422857,-3.681484
334,Flat,1350,0,83,2.0,3,2,1,1,0,1,1,1,1,1,0,1,0,Chamartín,Prosperidad,28002.0,September,98,40.4438362,-3.6696299
