,floor_built,subdistrict,bathrooms,floor,district,bedrooms,air_conditioning,fitted_wardrobes,garage_included,private_owner,balcony
6423,99,1422.0916645783918,1,0,1629.642194242578,3,1,1,0,1,0
6622,62,1605.973354087283,2,7,1848.1300723995475,1,1,0,0,0,0
4337,60,1533.8078264476776,1,1,1233.6969424440695,1,1,1,0,0,0
344,204,2041.757763015157,3,4,1924.735143390946,4,1,1,1,0,0
2320,64,961.4483322322429,2,5,948.176640496566,2,1,1,1,0,0
5134,55,2633.666621779537,1,5,2432.499556198407,1,0,1,0,0,0
5625,120,2633.666621779537,2,1,2432.499556198407,3,1,1,0,0,0
2806,101,1933.6920478837662,2,4,1557.649671927716,2,1,1,0,0,1
3472,75,1184.3758531480348,1,4,1773.2995514961183,2,1,1,0,0,0
1016,334,2433.643388716323,4,7,1640.7201765841617,4,1,1,1,0,0
509,85,2041.757763015157,2,4,1924.735143390946,3,0,0,0,0,0
2544,62,1303.80848653284,1,3,1301.7464633309805,2,0,1,0,0,1
2734,65,1072.0970473494451,1,3,1557.649671927716,1,1,1,1,1,0
752,80,1785.2131654554673,1,5,1640.7201765841617,3,1,1,0,1,0
4624,111,959.4829136386683,2,7,943.1819623208775,3,0,1,1,1,0
2167,50,1603.6327285909183,1,3,2161.0284695868604,1,1,1,0,0,0
2943,90,1734.2144629054412,1,2,1557.649671927716,2,0,1,0,0,0
2697,50,1244.946101173764,1,1,1557.649671927716,1,1,1,0,0,0
6896,51,2210.5592126265187,1,2,1848.1300723995475,1,0,1,0,0,0
36,57,2247.0750811056214,1,4,1924.735143390946,1,0,1,1,0,0
696,100,1785.2131654554673,1,3,1640.7201765841617,3,0,0,0,1,0
6145,109,1479.014960744849,2,10,1629.642194242578,2,1,1,1,0,0
5456,84,2821.352634017893,1,4,2432.499556198407,1,1,0,0,0,0
6642,60,1605.973354087283,1,1,1848.1300723995475,1,0,0,0,0,0
6468,95,1250.938375599299,1,1,1629.642194242578,2,0,0,0,0,0
1517,90,2014.3944721711568,2,6,1919.137486048757,2,1,1,0,0,1
3929,39,909.1563689866686,1,0,927.243038503216,1,0,0,0,0,0
2932,66,1933.6920478837662,1,2,1557.649671927716,1,0,1,0,0,0
3905,87,1010.0598429793969,1,1,927.243038503216,2,0,1,1,1,0
7609,48,2210.5592126265187,1,4,1848.1300723995475,0,1,0,0,0,1
1793,125,1603.6327285909183,2,3,2161.0284695868604,4,1,0,0,0,0
3773,197,1789.5492272735808,1,4,1773.2995514961183,2,1,1,1,1,0
6772,56,1971.3293388921502,1,1,1848.1300723995475,2,1,0,0,0,1
6375,350,2458.5696217023665,6,4,1629.642194242578,6,1,1,1,0,1
7327,40,1605.973354087283,1,0,1848.1300723995475,1,1,0,0,0,0
4542,90,1107.9035171727414,1,0,1005.9320210441978,2,0,1,0,0,0
6329,123,1422.0916645783918,2,2,1629.642194242578,4,0,0,0,0,0
3394,98,1015.3455235698771,2,3,1065.5090123520292,2,0,1,1,0,0
128,110,1377.8023914145683,1,6,1924.735143390946,2,1,1,0,0,0
2391,47,1313.6595473494451,1,2,1301.7464633309805,1,1,0,0,0,0
3048,200,1933.6920478837662,2,3,1557.649671927716,3,1,1,1,0,0
